pH,Do duc (NTU),Nhiet do (°C),Label,Khu vuc,Kenh
11.1,32.76,84.8,Pollution,Go Vap,An Thong
13.89,139.33,82.73,Pollution,Go Vap,An Thong
1.28,355.81,65.98,Pollution,Go Vap,An Thong
6.21,200.23,24.84,Safe,Go Vap,An Thong
5.24,190.34,69.8,Pollution,Go Vap,An Thong
4.01,780.42,42.14,Pollution,Go Vap,An Thong
12.6,771.66,61.34,Pollution,Go Vap,An Thong
2.03,584.75,14.59,Pollution,Go Vap,An Thong
3.6,589.26,29.58,Pollution,Go Vap,An Thong
11.22,437.42,84.64,Pollution,Go Vap,An Thong
8.06,129.08,7.96,Safe,Go Vap,An Thong
5.83,398.92,84.25,Pollution,Go Vap,An Thong
0.06,960.09,16.59,Pollution,Go Vap,An Thong
7.76,66.47,69.53,Signs of Water Pollution,Go Vap,An Thong
2.77,158.82,29.13,Signs of Water Pollution,Go Vap,An Thong
12.85,706.31,90.93,Pollution,Go Vap,An Thong
10.75,138.96,72.41,Pollution,Go Vap,An Thong
2.72,604.19,94.99,Pollution,Go Vap,An Thong
6.8,538.23,16.82,Signs of Water Pollution,Go Vap,An Thong
10.44,716.25,8.74,Pollution,Go Vap,An Thong
5.73,985.67,85.29,Pollution,Go Vap,An Thong
13.14,399.18,9.32,Pollution,Go Vap,An Thong
6.71,422.73,21.44,Signs of Water Pollution,Go Vap,An Thong
3.93,521,4.73,Pollution,Go Vap,An Thong
8.47,101.27,79.04,Signs of Water Pollution,Go Vap,An Thong
2.1,757.82,59.12,Pollution,Go Vap,An Thong
8.4,589.5,4.01,Signs of Water Pollution,Go Vap,An Thong
6.22,36.97,51.15,Signs of Water Pollution,Go Vap,An Thong
3.41,521.52,95.82,Pollution,Go Vap,An Thong
1.6,608.14,56.19,Pollution,Go Vap,An Thong
0.07,113.11,87.63,Pollution,Go Vap,An Thong
2.06,470.47,11.73,Pollution,Go Vap,An Thong
4.65,937.87,23.5,Pollution,Go Vap,An Thong
2.49,272.48,92.47,Pollution,Go Vap,An Thong
8.78,958.27,82.25,Pollution,Go Vap,An Thong
11.23,988.88,65.4,Pollution,Go Vap,An Thong
13.49,714.2,1,Pollution,Go Vap,An Thong
7.31,27.51,27.5,Safe,Go Vap,An Thong
2.02,468.28,9.46,Pollution,Go Vap,An Thong
0.5,407.82,85.71,Pollution,Go Vap,An Thong
13.43,157.97,40.08,Signs of Water Pollution,Go Vap,An Thong
4.69,787.38,48.27,Pollution,Go Vap,An Thong
8.93,654.43,57.39,Pollution,Go Vap,An Thong
4.44,245.74,31.83,Signs of Water Pollution,Go Vap,An Thong
4.8,160.31,30.25,Signs of Water Pollution,Go Vap,An Thong
3.99,269.78,11.98,Pollution,Go Vap,An Thong
12.21,245.1,9.45,Signs of Water Pollution,Go Vap,An Thong
7.63,372.53,92.67,Pollution,Go Vap,An Thong
3.54,904.55,85.69,Pollution,Go Vap,An Thong
4.53,393.7,7.66,Pollution,Go Vap,An Thong
3.56,810.19,19.09,Pollution,Go Vap,An Thong
5.96,451.35,13.01,Signs of Water Pollution,Go Vap,An Thong
1.67,595.63,30.99,Pollution,Go Vap,An Thong
2.62,6.25,10.56,Signs of Water Pollution,Go Vap,An Thong
5.57,9.65,94.92,Signs of Water Pollution,Go Vap,An Thong
12.94,997.81,79.89,Pollution,Go Vap,An Thong
2.25,793.18,81.56,Pollution,Go Vap,An Thong
11.34,757.09,59.82,Pollution,Go Vap,An Thong
5.23,298.59,91.37,Pollution,Go Vap,An Thong
8.56,873.5,61.96,Pollution,Go Vap,An Thong
2.34,425.83,6.82,Pollution,Go Vap,An Thong
7.84,171.75,83.62,Signs of Water Pollution,Go Vap,An Thong
8.98,886.16,0.87,Pollution,Go Vap,An Thong
9.59,786.35,68.97,Pollution,Go Vap,An Thong
11.55,398.24,91.95,Pollution,Go Vap,An Thong
1.25,618.48,21.33,Pollution,Go Vap,An Thong
7.1,163.4,36.45,Safe,Go Vap,An Thong
6.12,834.39,60.04,Pollution,Go Vap,An Thong
4.16,660.54,63.3,Pollution,Go Vap,An Thong
11.19,93.34,60.01,Pollution,Go Vap,An Thong
4.55,53.42,22.35,Signs of Water Pollution,Go Vap,An Thong
11.17,419.9,99.7,Pollution,Go Vap,An Thong
8,171.24,36.78,Safe,Go Vap,An Thong
3.83,377.77,88.83,Pollution,Go Vap,An Thong
6.38,539.62,31.63,Signs of Water Pollution,Go Vap,An Thong
11.77,233.48,64.05,Pollution,Go Vap,An Thong
0.07,654.69,95.79,Pollution,Go Vap,An Thong
10.5,120.38,89.89,Pollution,Go Vap,An Thong
3.76,693.34,60.15,Pollution,Go Vap,An Thong
6.55,876.4,67.36,Pollution,Go Vap,An Thong
9.71,813.97,4.74,Pollution,Go Vap,An Thong
4.84,944.2,94.5,Pollution,Go Vap,An Thong
4.84,594.54,86.97,Pollution,Go Vap,An Thong
8.33,518.69,77.5,Pollution,Go Vap,An Thong
0.49,896.77,58.24,Pollution,Go Vap,An Thong
10.39,588.14,60.68,Pollution,Go Vap,An Thong
7.54,743.41,56.18,Pollution,Go Vap,An Thong
0.3,390.44,5.35,Pollution,Go Vap,An Thong
5.1,221.63,90.69,Pollution,Go Vap,An Thong
10,443.33,93.86,Pollution,Go Vap,An Thong
12.45,868.11,40.05,Pollution,Go Vap,An Thong
6.52,993.82,84.19,Pollution,Go Vap,An Thong
5.39,142.81,88.6,Pollution,Go Vap,An Thong
5.97,108.2,21.31,Safe,Go Vap,An Thong
2.71,968.8,23.42,Pollution,Go Vap,An Thong
7.67,388,49.39,Signs of Water Pollution,Go Vap,An Thong
5.03,520.64,68.19,Pollution,Go Vap,An Thong
11.86,659.59,88.25,Pollution,Go Vap,An Thong
5.06,791,88.15,Pollution,Go Vap,An Thong
13.21,461.9,54.26,Pollution,Go Vap,An Thong
10.9,738.19,36.89,Pollution,Go Vap,An Thong
4.34,166.6,43.64,Signs of Water Pollution,Go Vap,An Thong
11.14,713.23,98.46,Pollution,Go Vap,An Thong
8.41,523.44,53.84,Pollution,Go Vap,An Thong
1.1,643.97,67.83,Pollution,Go Vap,An Thong
7.1,4.36,84.83,Signs of Water Pollution,Go Vap,An Thong
8.27,134.51,31.84,Safe,Go Vap,An Thong
6.26,775.33,38.9,Signs of Water Pollution,Go Vap,An Thong
13.22,270.66,60.47,Pollution,Go Vap,An Thong
12.46,725.08,44.36,Pollution,Go Vap,An Thong
2.42,168.4,34.87,Signs of Water Pollution,Go Vap,An Thong
8.41,216.53,97.84,Signs of Water Pollution,Go Vap,An Thong
7.62,342.97,84.93,Pollution,Go Vap,An Thong
1.76,272.83,58.76,Pollution,Go Vap,An Thong
9.95,42.78,23.59,Signs of Water Pollution,Go Vap,An Thong
3.75,333.9,65.52,Pollution,Go Vap,An Thong
3.67,206.17,94.62,Pollution,Go Vap,An Thong
10.02,804.09,67.58,Pollution,Go Vap,An Thong
1.16,560.16,50.37,Pollution,Go Vap,An Thong
1.79,924.8,98.26,Pollution,Go Vap,An Thong
3.85,880.34,15.29,Pollution,Go Vap,An Thong
14,558.25,21.64,Pollution,Go Vap,An Thong
7.45,355.34,56.37,Pollution,Go Vap,An Thong
2.97,606.94,47.29,Pollution,Go Vap,An Thong
3.27,71.76,11.22,Signs of Water Pollution,Go Vap,An Thong
9.32,441.57,50.53,Pollution,Go Vap,An Thong
12.39,767.68,40.49,Pollution,Go Vap,An Thong
4.02,256.93,61.97,Pollution,Go Vap,An Thong
0.48,898.17,0.69,Pollution,Go Vap,An Thong
12.53,616.04,4.02,Pollution,Go Vap,An Thong
11.95,770.02,98.92,Pollution,Go Vap,An Thong
10.84,323.02,92.38,Pollution,Go Vap,An Thong
6.84,538.4,24.25,Signs of Water Pollution,Go Vap,An Thong
2.83,305.85,83.06,Pollution,Go Vap,An Thong
1.25,455.05,74.2,Pollution,Go Vap,An Thong
3.21,408.66,8.72,Pollution,Go Vap,An Thong
11.16,658.11,9.71,Pollution,Go Vap,An Thong
12.02,682.2,20.95,Pollution,Go Vap,An Thong
7.08,810.63,16.36,Signs of Water Pollution,Go Vap,An Thong
2.18,785.17,90.24,Pollution,Go Vap,An Thong
10.6,909.3,54.37,Pollution,Go Vap,An Thong
4.52,95.1,67.81,Pollution,Go Vap,An Thong
6.07,720.72,42.8,Signs of Water Pollution,Go Vap,An Thong
10.33,976.08,49.18,Pollution,Go Vap,An Thong
5.14,962.61,89.06,Pollution,Go Vap,An Thong
7.11,649.2,3.98,Signs of Water Pollution,Go Vap,An Thong
4.46,863.19,0.49,Pollution,Go Vap,An Thong
3.67,795.87,96.71,Pollution,Go Vap,An Thong
0.24,256.65,87.21,Pollution,Go Vap,An Thong
9.96,147.06,87.69,Pollution,Go Vap,An Thong
10.13,952.46,73.41,Pollution,Go Vap,An Thong
11.64,922.09,51.74,Pollution,Go Vap,An Thong
0.96,386.01,26.6,Pollution,Go Vap,An Thong
13.5,807.81,8.64,Pollution,Go Vap,An Thong
7.68,83.48,48.41,Safe,Go Vap,An Thong
9.57,659.7,50.1,Pollution,Go Vap,An Thong
7.79,134.55,45.96,Safe,Go Vap,An Thong
8.11,330.59,94.82,Pollution,Go Vap,An Thong
6.38,75.33,49.97,Safe,Go Vap,An Thong
13.94,214.07,26.36,Signs of Water Pollution,Go Vap,An Thong
10.27,590.39,88.17,Pollution,Go Vap,An Thong
11.82,544.73,40.24,Pollution,Go Vap,An Thong
6.39,936.53,11.64,Signs of Water Pollution,Go Vap,An Thong
0.69,804.02,44.97,Pollution,Go Vap,An Thong
12.92,471.98,11.92,Pollution,Go Vap,An Thong
9.85,411.34,50.94,Pollution,Go Vap,An Thong
8.17,789.72,85.15,Pollution,Go Vap,An Thong
3.42,343.48,35.15,Pollution,Go Vap,An Thong
6.67,955.04,49.52,Signs of Water Pollution,Go Vap,An Thong
12.24,459.8,68.34,Pollution,Go Vap,An Thong
7.65,716.96,98.94,Pollution,Go Vap,An Thong
0.89,740.77,81.02,Pollution,Go Vap,An Thong
5.39,572.59,39.47,Pollution,Go Vap,An Thong
9.06,720.66,92.25,Pollution,Go Vap,An Thong
12.85,244.75,26.61,Signs of Water Pollution,Go Vap,An Thong
0.13,93.02,95.51,Pollution,Go Vap,An Thong
11.65,651.07,12.71,Pollution,Go Vap,An Thong
5.67,267.35,39.05,Signs of Water Pollution,Go Vap,An Thong
11.69,852.67,32.49,Pollution,Go Vap,An Thong
7.39,557.07,27.1,Signs of Water Pollution,Go Vap,An Thong
1.87,40.21,39.77,Signs of Water Pollution,Go Vap,An Thong
0.53,86.2,3.19,Signs of Water Pollution,Go Vap,An Thong
7.79,229.56,15.05,Safe,Go Vap,An Thong
10.12,526.92,95.29,Pollution,Go Vap,An Thong
1.77,449.26,93.5,Pollution,Go Vap,An Thong
10.52,686.93,70.72,Pollution,Go Vap,An Thong
7.36,639.99,5.4,Signs of Water Pollution,Go Vap,An Thong
6.69,73.36,59.95,Signs of Water Pollution,Go Vap,An Thong
4.29,742.97,8.69,Pollution,Go Vap,An Thong
8.82,319.69,35.03,Pollution,Go Vap,An Thong
6.86,488.05,95.72,Pollution,Go Vap,An Thong
10.57,211.34,97.15,Pollution,Go Vap,An Thong
4.37,846.47,21.59,Pollution,Go Vap,An Thong
9.56,101.31,70.87,Pollution,Go Vap,An Thong
3.84,978.05,15.29,Pollution,Go Vap,An Thong
3.11,467.86,21.03,Pollution,Go Vap,An Thong
4.71,950.75,13.15,Pollution,Go Vap,An Thong
2.17,437.28,72.76,Pollution,Go Vap,An Thong
12.43,226.21,18.36,Signs of Water Pollution,Go Vap,An Thong
1.63,647.82,9.69,Pollution,Go Vap,An Thong
8.99,980.09,6.86,Pollution,Go Vap,An Thong
2.5,143.21,86.59,Pollution,Go Vap,An Thong
3.13,62.84,33,Signs of Water Pollution,Go Vap,An Thong
13.93,695.56,71.31,Pollution,Go Vap,An Thong
12.05,251.34,48.26,Pollution,Go Vap,An Thong
10.98,913.48,81.81,Pollution,Go Vap,An Thong
7.01,312.17,55.4,Pollution,Go Vap,An Thong
0.75,58.15,11.76,Signs of Water Pollution,Go Vap,An Thong
6.02,521.1,9.85,Signs of Water Pollution,Go Vap,An Thong
3.51,639.71,47.42,Pollution,Go Vap,An Thong
5.44,761.81,11.89,Pollution,Go Vap,An Thong
10.29,465.86,99.82,Pollution,Go Vap,An Thong
10.97,54.02,20.71,Signs of Water Pollution,Go Vap,An Thong
6.71,520.9,32.9,Signs of Water Pollution,Go Vap,An Thong
2.56,527.74,63.5,Pollution,Go Vap,An Thong
13.5,743.71,82.64,Pollution,Go Vap,An Thong
7.39,319.35,90.91,Pollution,Go Vap,An Thong
9.33,968.01,73.58,Pollution,Go Vap,An Thong
10.12,724.15,67.58,Pollution,Go Vap,An Thong
8.2,668.06,18.57,Signs of Water Pollution,Go Vap,An Thong
3.3,152.06,83.49,Pollution,Go Vap,An Thong
11.33,737.44,52.16,Pollution,Go Vap,An Thong
5.36,510.96,95.15,Pollution,Go Vap,An Thong
10.66,798.07,69.14,Pollution,Go Vap,An Thong
9.76,226.34,42.96,Signs of Water Pollution,Go Vap,An Thong
2.22,798.49,95.93,Pollution,Go Vap,An Thong
9.43,25.39,51.86,Pollution,Go Vap,An Thong
11.87,997.12,89.13,Pollution,Go Vap,An Thong
9.58,512.04,39.03,Pollution,Go Vap,An Thong
1.65,447.08,52.88,Pollution,Go Vap,An Thong
0.22,780.09,43.63,Pollution,Go Vap,An Thong
10.16,328.17,73.76,Pollution,Go Vap,An Thong
2.05,796.26,17.03,Pollution,Go Vap,An Thong
8.89,142.03,45.44,Signs of Water Pollution,Go Vap,An Thong
9.43,892.56,75.74,Pollution,Go Vap,An Thong
9.45,268.21,98.61,Pollution,Go Vap,An Thong
5.97,429.67,78.98,Pollution,Go Vap,An Thong
1.25,909.89,60.96,Pollution,Go Vap,An Thong
10.86,485.37,69.18,Pollution,Go Vap,An Thong
12.9,465.65,60.15,Pollution,Go Vap,An Thong
4.64,499.91,77.01,Pollution,Go Vap,An Thong
11.06,525.15,11.91,Pollution,Go Vap,An Thong
11.79,731.94,58.39,Pollution,Go Vap,An Thong
4.99,559.28,31.55,Pollution,Go Vap,An Thong
7,632.93,63.62,Pollution,Go Vap,An Thong
7.32,126.8,41.2,Safe,Go Vap,An Thong
6.05,484.8,2.53,Signs of Water Pollution,Go Vap,An Thong
9.22,670.91,53.26,Pollution,Go Vap,An Thong
6.57,44.71,99.2,Signs of Water Pollution,Go Vap,An Thong
13.56,271.32,98.69,Pollution,Go Vap,An Thong
7.6,91.88,62.36,Signs of Water Pollution,Go Vap,An Thong
9.76,935.75,41.39,Pollution,Go Vap,An Thong
1.11,97.25,80.21,Pollution,Go Vap,An Thong
9.23,761.61,27.38,Pollution,Go Vap,An Thong
13.7,123.19,46.87,Signs of Water Pollution,Go Vap,An Thong
6.36,501.77,11,Signs of Water Pollution,Go Vap,An Thong
5.7,244.86,15.18,Safe,Go Vap,An Thong
2.47,8.75,85.94,Pollution,Go Vap,An Thong
9.76,134.23,52.07,Pollution,Go Vap,An Thong
1.89,170.87,62.18,Pollution,Go Vap,An Thong
1.39,476.54,69.51,Pollution,Go Vap,An Thong
2.88,588.01,55.73,Pollution,Go Vap,An Thong
6.49,631.02,53,Pollution,Go Vap,An Thong
9.63,106.88,38.75,Signs of Water Pollution,Go Vap,An Thong
4.99,680.84,74.67,Pollution,Go Vap,An Thong
12.21,538.84,78.31,Pollution,Go Vap,An Thong
11.58,770.61,97.45,Pollution,Go Vap,An Thong
1.05,677.26,3.43,Pollution,Go Vap,An Thong
11.74,324.34,75.49,Pollution,Go Vap,An Thong
4.32,504.27,28.17,Pollution,Go Vap,An Thong
7.16,778.07,43.01,Signs of Water Pollution,Go Vap,An Thong
13.38,957.15,38.68,Pollution,Go Vap,An Thong
8.78,629.84,71.54,Pollution,Go Vap,An Thong
7.05,325.95,7.26,Signs of Water Pollution,Go Vap,An Thong
4.74,580.93,26.15,Pollution,Go Vap,An Thong
1.58,296.24,25.33,Pollution,Go Vap,An Thong
3.71,490.17,17.72,Pollution,Go Vap,An Thong
2.07,366.28,82.34,Pollution,Go Vap,An Thong
1.06,597.42,85.48,Pollution,Go Vap,An Thong
7.87,777.16,5.8,Signs of Water Pollution,Go Vap,An Thong
12.92,66.58,44.48,Signs of Water Pollution,Go Vap,An Thong
6.71,727.62,52.13,Pollution,Go Vap,An Thong
7.17,745.79,19.83,Signs of Water Pollution,Go Vap,An Thong
2.58,222.68,27.67,Signs of Water Pollution,Go Vap,An Thong
5.1,7.52,55.7,Pollution,Go Vap,An Thong
10.96,665.9,3.51,Pollution,Go Vap,An Thong
2.92,765.23,14.65,Pollution,Go Vap,An Thong
10,457.91,44.2,Pollution,Go Vap,An Thong
8.79,401.94,57.38,Pollution,Go Vap,An Thong
12.04,656.64,74.27,Pollution,Go Vap,An Thong
11.8,888.02,59.29,Pollution,Go Vap,An Thong
6.01,517.9,45.07,Signs of Water Pollution,Go Vap,An Thong
5.59,535,24.51,Signs of Water Pollution,Go Vap,An Thong
12.57,968.43,93.73,Pollution,Go Vap,An Thong
7.96,839.13,23.6,Signs of Water Pollution,Go Vap,An Thong
8.79,709.31,2.27,Pollution,Go Vap,An Thong
10.37,288.58,15.81,Pollution,Go Vap,An Thong
5.35,949.92,72.4,Pollution,Go Vap,An Thong
11.62,658.66,33.62,Pollution,Go Vap,An Thong
2.61,12.34,91.9,Pollution,Go Vap,An Thong
9.82,412.14,53.65,Pollution,Go Vap,An Thong
13.62,917.97,76.88,Pollution,Go Vap,An Thong
13.88,778.99,55.62,Pollution,Go Vap,An Thong
2.39,698.76,78.02,Pollution,Go Vap,An Thong
1.47,812.14,76.54,Pollution,Go Vap,An Thong
7.12,127.25,10.75,Safe,Go Vap,An Thong
3.9,357.55,12.6,Pollution,Go Vap,An Thong
13.39,341.24,83.36,Pollution,Go Vap,An Thong
4.55,363.21,80.58,Pollution,Go Vap,An Thong
2.21,5.3,95.87,Pollution,Go Vap,An Thong
12.58,954.24,4.32,Pollution,Go Vap,An Thong
1.1,873.8,29,Pollution,Go Vap,An Thong
4.9,313.9,56.71,Pollution,Go Vap,An Thong
8.7,497.84,31.9,Pollution,Go Vap,An Thong
2.91,117.12,11.19,Signs of Water Pollution,Go Vap,An Thong
11.5,867.75,22.04,Pollution,Go Vap,An Thong
12.03,43.02,14.91,Signs of Water Pollution,Go Vap,An Thong
3.65,269.52,45.09,Pollution,Go Vap,An Thong
13.52,952.48,87.64,Pollution,Go Vap,An Thong
4.81,640.92,69.67,Pollution,Go Vap,An Thong
1.91,82.05,65.52,Pollution,Go Vap,An Thong
4.19,974.15,64.67,Pollution,Go Vap,An Thong
13.43,790.98,82.72,Pollution,Go Vap,An Thong
8.35,865.69,90.67,Pollution,Go Vap,An Thong
7.04,702.61,22.71,Signs of Water Pollution,Go Vap,An Thong
11.54,518.14,64.4,Pollution,Go Vap,An Thong
2.32,844.2,99.07,Pollution,Go Vap,An Thong
5.96,518.61,41.22,Signs of Water Pollution,Go Vap,An Thong
0.43,13.04,77.71,Pollution,Go Vap,An Thong
5.98,647.46,72.2,Pollution,Go Vap,An Thong
7.37,192.18,57.65,Signs of Water Pollution,Go Vap,An Thong
1.74,102.01,2.02,Signs of Water Pollution,Go Vap,An Thong
6.03,875.78,5.53,Signs of Water Pollution,Go Vap,An Thong
12.83,203.08,84.63,Pollution,Go Vap,An Thong
4.87,771.15,92.69,Pollution,Go Vap,An Thong
7.63,527.75,58.33,Pollution,Go Vap,An Thong
1.01,672.01,22.08,Pollution,Go Vap,An Thong
5.56,405.68,81.98,Pollution,Go Vap,An Thong
4.58,581.45,50.54,Pollution,Go Vap,An Thong
5.13,202.04,31.39,Signs of Water Pollution,Go Vap,An Thong
7.91,999.16,95.36,Pollution,Go Vap,An Thong
13.41,244.46,92.53,Pollution,Go Vap,An Thong
9.72,530.01,79.19,Pollution,Go Vap,An Thong
5.65,344.78,96.06,Pollution,Go Vap,An Thong
9.21,837.49,36.43,Pollution,Go Vap,An Thong
6.11,998.72,98.54,Pollution,Go Vap,An Thong
0.57,87.69,21.6,Signs of Water Pollution,Go Vap,An Thong
11.24,719.31,27.81,Pollution,Go Vap,An Thong
4.71,963.42,86.7,Pollution,Go Vap,An Thong
6.85,593.43,31.67,Signs of Water Pollution,Go Vap,An Thong
7.43,805.63,52.25,Pollution,Go Vap,An Thong
3.77,821.33,1.56,Pollution,Go Vap,An Thong
5.25,64.7,95.05,Pollution,Go Vap,An Thong
12.6,485.8,2.23,Pollution,Go Vap,An Thong
1.65,326.41,76.89,Pollution,Go Vap,An Thong
0.6,874.02,18.15,Pollution,Go Vap,An Thong
2.52,363.28,32.67,Pollution,Go Vap,An Thong
0.87,163.44,7.47,Signs of Water Pollution,Go Vap,An Thong
1.47,725.47,97.31,Pollution,Go Vap,An Thong
0.36,880.91,98.8,Pollution,Go Vap,An Thong
6.09,56.02,91.55,Signs of Water Pollution,Go Vap,An Thong
3.81,22.34,5.05,Signs of Water Pollution,Go Vap,An Thong
13.19,352.36,87.59,Pollution,Go Vap,An Thong
6.36,802.8,41.66,Signs of Water Pollution,Go Vap,An Thong
0.42,887.19,38.52,Pollution,Go Vap,An Thong
8.77,455.49,63.62,Pollution,Go Vap,An Thong
6.33,652.61,87.69,Pollution,Go Vap,An Thong
13.74,644.45,67.19,Pollution,Go Vap,An Thong
12.22,602.06,27.46,Pollution,Go Vap,An Thong
4.1,507.42,99.47,Pollution,Go Vap,An Thong
12.79,253.09,20.75,Pollution,Go Vap,An Thong
10.91,904.66,68.02,Pollution,Go Vap,An Thong
13.22,568.77,96.22,Pollution,Go Vap,An Thong
0.16,951.2,26.64,Pollution,Go Vap,An Thong
12.95,258.7,58.72,Pollution,Go Vap,An Thong
0.86,624.57,80.44,Pollution,Go Vap,An Thong
8.88,498.1,8,Pollution,Go Vap,An Thong
6.55,122.26,82.87,Signs of Water Pollution,Go Vap,An Thong
0.7,190,10.78,Signs of Water Pollution,Go Vap,An Thong
4.58,909.35,21.25,Pollution,Go Vap,An Thong
8.2,350.32,68.96,Pollution,Go Vap,An Thong
8.24,385.97,48.88,Signs of Water Pollution,Go Vap,An Thong
3.71,820.29,18.31,Pollution,Go Vap,An Thong
9.85,241.33,35.23,Signs of Water Pollution,Go Vap,An Thong
1.41,416.2,39.85,Pollution,Go Vap,An Thong
12.82,262.35,80.96,Pollution,Go Vap,An Thong
2.72,523.17,64.81,Pollution,Go Vap,An Thong
0.43,880.06,50.87,Pollution,Go Vap,An Thong
2.29,185.1,77.64,Pollution,Go Vap,An Thong
13.14,216.06,34.86,Signs of Water Pollution,Go Vap,An Thong
7.15,446.3,70.99,Pollution,Go Vap,An Thong
5.3,751.92,72.22,Pollution,Go Vap,An Thong
8.51,741.69,34.22,Pollution,Go Vap,An Thong
4.45,981.22,35.84,Pollution,Go Vap,An Thong
0.06,429.51,48.32,Pollution,Go Vap,An Thong
0.2,115.87,46.36,Signs of Water Pollution,Go Vap,An Thong
7.73,432.04,12.26,Signs of Water Pollution,Go Vap,An Thong
2.41,215.25,46.59,Signs of Water Pollution,Go Vap,An Thong
10.99,453.04,72.65,Pollution,Go Vap,An Thong
7.71,524.08,78.44,Pollution,Go Vap,An Thong
4.77,650.75,22.75,Pollution,Go Vap,An Thong
10.05,664.15,81.68,Pollution,Go Vap,An Thong
7.88,509.24,91.29,Pollution,Go Vap,An Thong
9.78,240.46,63.32,Pollution,Go Vap,An Thong
6.36,65.63,43.33,Safe,Go Vap,An Thong
1.4,312.86,2.49,Pollution,Go Vap,An Thong
5.74,117.34,51.58,Signs of Water Pollution,Go Vap,An Thong
12.55,280.76,44.46,Pollution,Go Vap,An Thong
11.52,444.67,31.29,Pollution,Go Vap,An Thong
12.93,644.78,48.26,Pollution,Go Vap,An Thong
1.91,969.76,38.13,Pollution,Go Vap,An Thong
6.49,885.95,37.71,Signs of Water Pollution,Go Vap,An Thong
11.18,530.98,90.11,Pollution,Go Vap,An Thong
5.79,67.37,28.22,Safe,Go Vap,An Thong
1.31,405.29,35.22,Pollution,Go Vap,An Thong
5.16,86.85,81.79,Pollution,Go Vap,An Thong
1.12,661.79,47.87,Pollution,Go Vap,An Thong
12.27,769.58,90.18,Pollution,Go Vap,An Thong
9.32,52.43,29.17,Signs of Water Pollution,Go Vap,An Thong
3.5,71.08,89.38,Pollution,Go Vap,An Thong
10.51,722.44,22.96,Pollution,Go Vap,An Thong
9.18,509.51,13.29,Pollution,Go Vap,An Thong
0.73,514.77,7.04,Pollution,Go Vap,An Thong
5.03,829,94.38,Pollution,Go Vap,An Thong
13.11,22.55,62.55,Pollution,Go Vap,An Thong
0.24,582.56,43.51,Pollution,Go Vap,An Thong
1.61,444.21,47.79,Pollution,Go Vap,An Thong
12.96,540.87,42.64,Pollution,Go Vap,An Thong
5.33,444.43,71.71,Pollution,Go Vap,An Thong
5.04,789.68,69.7,Pollution,Go Vap,An Thong
4.54,518.86,63.36,Pollution,Go Vap,An Thong
6.25,684.99,84.49,Pollution,Go Vap,An Thong
0.87,665.35,35.47,Pollution,Go Vap,An Thong
0.88,864.4,76.24,Pollution,Go Vap,An Thong
5.37,965.6,62.77,Pollution,Go Vap,An Thong
3.99,42.18,76.14,Pollution,Go Vap,An Thong
8.06,143.09,2.84,Safe,Go Vap,An Thong
7.62,909.4,21.59,Signs of Water Pollution,Go Vap,An Thong
5.96,480.46,22.34,Signs of Water Pollution,Go Vap,An Thong
6.95,274.69,87.15,Pollution,Go Vap,An Thong
7.3,860.72,65.31,Pollution,Go Vap,An Thong
6.74,286.8,55.25,Pollution,Go Vap,An Thong
5.12,783.25,48.46,Pollution,Go Vap,An Thong
1.43,480.43,10.17,Pollution,Go Vap,An Thong
9.12,138.22,61.41,Pollution,Go Vap,An Thong
13.16,432.85,27.65,Pollution,Go Vap,An Thong
5.83,152.82,45.5,Safe,Go Vap,An Thong
1.65,459.53,83.66,Pollution,Go Vap,An Thong
12.75,393.78,38.63,Pollution,Go Vap,An Thong
10.9,226.84,59.25,Pollution,Go Vap,An Thong
7.57,314.41,41.68,Signs of Water Pollution,Go Vap,An Thong
1.08,546.4,58.76,Pollution,Go Vap,An Thong
9.38,493.12,46.28,Pollution,Go Vap,An Thong
0.56,710.5,88.7,Pollution,Go Vap,An Thong
4.42,322.84,32.21,Pollution,Go Vap,An Thong
2.75,911.63,83.86,Pollution,Go Vap,An Thong
13,626.83,30.37,Pollution,Go Vap,An Thong
10.39,677.53,64.48,Pollution,Go Vap,An Thong
6.87,53.21,52.18,Signs of Water Pollution,Go Vap,An Thong
3.64,982.58,61.48,Pollution,Go Vap,An Thong
1.58,864.92,96.24,Pollution,Go Vap,An Thong
4.97,480.5,20.54,Pollution,Go Vap,An Thong
9.83,561.89,74.32,Pollution,Go Vap,An Thong
12.8,229.55,45.56,Signs of Water Pollution,Go Vap,An Thong
13.31,170.95,11.15,Signs of Water Pollution,Go Vap,An Thong
2.17,515.71,53.04,Pollution,Go Vap,An Thong
1.76,515.56,55.09,Pollution,Go Vap,An Thong
9.77,588.94,22.79,Pollution,Go Vap,An Thong
10.98,729.57,49.64,Pollution,Go Vap,An Thong
6.28,333.38,77.34,Pollution,Go Vap,An Thong
10,21.39,83.09,Pollution,Go Vap,An Thong
10.81,184.25,32.53,Signs of Water Pollution,Go Vap,An Thong
8.78,829.65,24.54,Pollution,Go Vap,An Thong
4.86,148.15,9.41,Signs of Water Pollution,Go Vap,An Thong
1.02,716.43,64.41,Pollution,Go Vap,An Thong
6.54,243.28,22.03,Safe,Go Vap,An Thong
10.39,719.87,48.62,Pollution,Go Vap,An Thong
4.75,53.58,60.84,Pollution,Go Vap,An Thong
7.08,64.13,44.27,Safe,Go Vap,An Thong
1.16,302.21,4.48,Pollution,Go Vap,An Thong
