pH,Do duc (NTU),Nhiet do (°C),Label
7.67,632.77,29.61,Signs of Water Pollution
6.5,699.34,10.93,Signs of Water Pollution
4.63,974.95,99.21,Pollution
10.14,183.81,61.32,Pollution
1.69,714.77,53.51,Pollution
2.42,355.2,89.6,Pollution
10.49,488.61,43.87,Pollution
1.48,374.91,83.05,Pollution
8.87,403.35,71.08,Pollution
10.8,521.1,27.57,Pollution
10.53,569.4,84.67,Pollution
10.56,297.6,14.19,Pollution
2.85,955.11,82.61,Pollution
7.68,656.3,76.97,Pollution
7.39,295.51,54.26,Pollution
2.09,862.24,36.1,Pollution
0.69,801.21,71.63,Pollution
3.63,393.74,7.28,Pollution
8.46,705.51,89.81,Pollution
11.21,514,45.14,Pollution
0.05,405.13,92.18,Pollution
0.97,608.8,68.01,Pollution
13.55,987.64,22.75,Pollution
13.96,166.73,48.37,Signs of Water Pollution
2.45,648.59,94.77,Pollution
7.88,748.66,9.26,Signs of Water Pollution
8.18,860.03,56.34,Pollution
2.4,154.89,28.5,Signs of Water Pollution
6.45,299.24,9.26,Signs of Water Pollution
7.09,941.84,83.44,Pollution
10.52,697.2,54.19,Pollution
0.02,520.23,44.95,Pollution
7.34,146.26,61.56,Signs of Water Pollution
7.43,947.02,35.81,Signs of Water Pollution
4.35,793.28,1.32,Pollution
2.95,754.75,68,Pollution
1.24,229.39,37.14,Signs of Water Pollution
0.33,114.45,44.14,Signs of Water Pollution
1,470.06,84.74,Pollution
1.89,119.37,35.82,Signs of Water Pollution
13.19,487.94,98.52,Pollution
9.16,289.65,11.08,Pollution
9.79,446.59,76.41,Pollution
7.3,908.87,43.6,Signs of Water Pollution
13.53,128.87,39.07,Signs of Water Pollution
3.08,267.62,7.66,Pollution
12.35,392.77,69.23,Pollution
1.43,330.26,35.85,Pollution
6.35,641.42,79.76,Pollution
1.23,963.52,38.8,Pollution
0.17,456.68,20.66,Pollution
6.38,964.95,23.1,Signs of Water Pollution
8.49,592.21,98.76,Pollution
11.62,780.83,65.02,Pollution
9.5,1.3,1.86,Signs of Water Pollution
1.23,662.53,67.34,Pollution
6.83,786.57,62.41,Pollution
0.56,232.2,17.28,Signs of Water Pollution
9.32,10.2,69.18,Pollution
7.67,985.27,59.24,Pollution
7.18,241.65,2.41,Safe
3.2,807.65,70.82,Pollution
12.39,544.23,68.24,Pollution
6.78,787.75,31.35,Signs of Water Pollution
2.7,332.52,10.31,Pollution
8.27,450.54,87.02,Pollution
7.04,739.32,18.22,Signs of Water Pollution
8.35,626.55,34.42,Signs of Water Pollution
11.66,869.31,95.54,Pollution
10.35,1.78,66.33,Pollution
6.45,385.89,53.37,Pollution
7.56,607.39,1.24,Signs of Water Pollution
3.94,632.46,78.81,Pollution
7.41,821.13,33.8,Signs of Water Pollution
1.69,568.07,17.87,Pollution
7.42,676.35,36.86,Signs of Water Pollution
6.73,918.53,13.35,Signs of Water Pollution
2.19,850.76,99.62,Pollution
0.28,371.8,46.58,Pollution
11.2,783.45,77.13,Pollution
1.68,639.74,59.89,Pollution
3.79,412.22,75.14,Pollution
13.95,857.03,30.8,Pollution
1.91,476.64,72.49,Pollution
2.93,806.26,40.84,Pollution
0.51,368,77.42,Pollution
9.14,672.09,48.12,Pollution
5.68,355.73,40.81,Signs of Water Pollution
7.05,426.48,6.95,Signs of Water Pollution
4.24,562.36,46.34,Pollution
1.21,542.72,39.18,Pollution
3.59,716.83,77.42,Pollution
11.07,591.66,66.38,Pollution
7.58,888.68,12.02,Signs of Water Pollution
5.83,220.51,96.77,Signs of Water Pollution
10.73,554.33,81.54,Pollution
8.97,779.03,16.77,Pollution
1.09,12.22,85.57,Pollution
7.6,277.77,29.71,Signs of Water Pollution
13.27,405.4,10.98,Pollution
12.26,43.47,21.29,Signs of Water Pollution
10.93,764.59,69.14,Pollution
10.79,328.62,27.13,Pollution
5.27,212.14,60.81,Pollution
5.94,220.19,52.73,Signs of Water Pollution
2.98,759.92,56.27,Pollution
12.65,199.23,69.21,Pollution
2.79,408.67,4.74,Pollution
10.65,130.19,97.34,Pollution
4.32,269.24,39.39,Pollution
6.04,480.1,54.34,Pollution
13.36,426.74,32.12,Pollution
11.68,42.09,8.21,Signs of Water Pollution
7.56,911.47,29,Signs of Water Pollution
5.63,523.5,22.28,Signs of Water Pollution
2.19,84.65,97.51,Pollution
4.59,533.72,54.65,Pollution
1.23,621.25,67.91,Pollution
2.22,965.28,7.23,Pollution
12.87,286.8,72.87,Pollution
7.44,806.15,83.77,Pollution
1.66,970.1,7.36,Pollution
12.52,486.73,84.14,Pollution
2.29,439.76,94.09,Pollution
8.23,336.44,5.08,Signs of Water Pollution
13.81,955.65,39.68,Pollution
5.74,651.71,45.09,Signs of Water Pollution
4,928.19,15.98,Pollution
7.75,523.86,84.2,Pollution
3.5,128.11,4.6,Signs of Water Pollution
7.43,403.15,59.38,Pollution
13.67,585.28,30.26,Pollution
5.87,140.18,65.81,Signs of Water Pollution
10.53,873.64,14.49,Pollution
6.49,259.74,89.43,Pollution
8.81,430.8,39.72,Pollution
13.97,128.18,10.31,Signs of Water Pollution
3.58,13.95,92.1,Pollution
0.79,157.77,29.86,Signs of Water Pollution
8.52,813.03,41.57,Pollution
11.37,514.42,3.38,Pollution
11.85,939.91,59.7,Pollution
9.67,888.58,66.84,Pollution
2.12,53.53,15.43,Signs of Water Pollution
8.87,361.6,0.37,Pollution
1.56,740.74,78.26,Pollution
13.46,490.33,97.49,Pollution
5.19,598.46,60.99,Pollution
0.06,978.15,68.21,Pollution
3.49,48.3,47.48,Signs of Water Pollution
0.96,102.39,11.41,Signs of Water Pollution
13.81,906.11,96.36,Pollution
3.06,575.67,69.18,Pollution
2.65,283.35,8.33,Pollution
9.72,997.1,79.59,Pollution
1.26,233.09,51.9,Pollution
11.32,121.28,36.96,Signs of Water Pollution
2.35,306.91,11.94,Pollution
3.47,980.56,38.46,Pollution
13.7,398.4,52.12,Pollution
10.47,328.19,42.14,Pollution
1.68,395.56,93.67,Pollution
13.87,459.55,56.96,Pollution
10.02,469.98,96.47,Pollution
2.2,25.9,86.2,Pollution
7.45,529.66,8.1,Signs of Water Pollution
1,734.62,4.89,Pollution
5.98,905.92,7.78,Signs of Water Pollution
2.01,130.95,28.81,Signs of Water Pollution
7.4,205.48,92.64,Signs of Water Pollution
12.02,201.7,86.34,Pollution
10.02,328.64,36.43,Pollution
0.24,922.67,70.31,Pollution
9.67,138.05,51.8,Pollution
7.89,582.37,35.2,Signs of Water Pollution
7.97,982.44,11.73,Signs of Water Pollution
11.55,418.81,17.11,Pollution
13.53,453.71,78.77,Pollution
13.68,518.79,24.39,Pollution
7.88,444.71,68.74,Pollution
6.86,650.44,94.1,Pollution
7.03,910.99,43.35,Signs of Water Pollution
4.34,832.4,58.81,Pollution
13.22,983.99,77.02,Pollution
4.19,269.62,2.83,Pollution
13.85,264.69,47.3,Pollution
9.52,585.18,30.49,Pollution
0.26,221.22,18.96,Signs of Water Pollution
12.78,243.71,97.71,Pollution
10.86,389.64,34.69,Pollution
10.23,909.55,57.83,Pollution
11.92,833.56,21.1,Pollution
6.28,421.58,10.46,Signs of Water Pollution
3.94,869.73,85.02,Pollution
0.59,444.55,75.33,Pollution
12.71,173.01,54.29,Pollution
9.44,129.35,63.53,Pollution
2.1,401.75,4.1,Pollution
9.57,137.96,23.13,Signs of Water Pollution
6.38,919.97,85.15,Pollution
7.08,537.88,19.95,Signs of Water Pollution
4.29,913.87,5.59,Pollution
0.71,990.66,96.67,Pollution
9.98,763.88,14.37,Pollution
7,442.08,70.07,Pollution
2.08,75.86,49.7,Signs of Water Pollution
0.72,369.01,72,Pollution
6.31,440.88,47.4,Signs of Water Pollution
6.73,257.23,24.27,Signs of Water Pollution
4.27,633.7,41.95,Pollution
7.31,185.47,61.89,Signs of Water Pollution
4.56,338.85,92.68,Pollution
12.28,50.06,20.5,Signs of Water Pollution
0.89,849.49,54.89,Pollution
0.24,637.33,91.09,Pollution
8.54,998.76,59.3,Pollution
4.03,832.96,15.48,Pollution
3.1,117.42,22.52,Signs of Water Pollution
11.54,511.63,49.48,Pollution
1.78,162.7,83.49,Pollution
2.73,390.96,70.34,Pollution
12.77,374.87,13.58,Pollution
9.22,94.37,80.38,Pollution
5.09,546.43,54.72,Pollution
1.51,252.21,7.96,Pollution
5.42,162.58,31.3,Signs of Water Pollution
7.71,1.94,8.16,Safe
11.63,551.67,81.72,Pollution
7.2,91.37,11.37,Safe
11.3,583.82,12.87,Pollution
13.74,603.08,57.21,Pollution
7.12,788.17,35.19,Signs of Water Pollution
7.68,708.39,34.99,Signs of Water Pollution
7.24,723.64,15.43,Signs of Water Pollution
7.83,286.47,2.64,Signs of Water Pollution
4.2,706.65,56.12,Pollution
8.18,219.37,97.4,Signs of Water Pollution
6.46,621.16,66.51,Pollution
9.68,786.34,71.06,Pollution
8.3,631.58,16.6,Signs of Water Pollution
4.56,813.16,70.62,Pollution
12.23,503.25,74.84,Pollution
0.35,256.99,54.73,Pollution
12.15,822.09,82.1,Pollution
4.57,435.08,47.57,Pollution
7.55,672.68,99.91,Pollution
0.4,436.33,35.23,Pollution
7.84,21.62,24.32,Safe
8.92,875.67,78.33,Pollution
0.36,656.87,80.58,Pollution
4.24,439.73,29.84,Pollution
10.97,306.22,62.41,Pollution
0.33,240.6,84.29,Pollution
4.17,988.89,23.13,Pollution
4.65,531.78,89.13,Pollution
1.48,830.55,0.8,Pollution
8.61,962.44,58.56,Pollution
12.37,823.83,75.85,Pollution
3.97,762.95,79.01,Pollution
12.07,580.2,63.62,Pollution
1.02,148.55,70.15,Pollution
0.2,983.54,72.37,Pollution
5.53,70.2,64.91,Signs of Water Pollution
10.06,101.88,6.62,Signs of Water Pollution
7.38,104.48,13.84,Safe
1.42,44.69,74.15,Pollution
7.34,642.54,36.87,Signs of Water Pollution
10.81,40,76.7,Pollution
11.95,16.31,47.26,Signs of Water Pollution
5.93,911.05,60.25,Pollution
0.56,546.03,79.93,Pollution
3.94,541.45,32.49,Pollution
12.33,486.67,69.75,Pollution
0.07,899.12,89.8,Pollution
3.39,233.32,10.78,Signs of Water Pollution
4.57,777.14,41.17,Pollution
9.11,973.05,84.85,Pollution
2.62,151.12,1.41,Signs of Water Pollution
8.81,331.67,84.12,Pollution
4.51,693.09,32.92,Pollution
12.52,571.26,59.78,Pollution
10,468.89,13.67,Pollution
8.96,442.69,94.08,Pollution
3.34,811.64,26.61,Pollution
13.9,944.08,68.62,Pollution
6.06,119.96,11.12,Safe
13.7,447.43,47.03,Pollution
9.15,151.54,95.26,Pollution
1.39,794.25,62.37,Pollution
5.14,969.61,47.51,Pollution
2.29,690.88,68.89,Pollution
10.7,189.65,51.26,Pollution
6.27,366.69,24.83,Signs of Water Pollution
11.36,148.73,98.55,Pollution
2.85,97.39,69.92,Pollution
5.41,275.02,12.15,Pollution
10.97,286.7,52.97,Pollution
5.82,117.64,77.27,Signs of Water Pollution
9.94,98.23,95.79,Pollution
9.42,232.81,82.12,Pollution
4.33,970.24,39.45,Pollution
9.28,285.59,34.21,Pollution
5.44,54.85,53.68,Pollution
7.62,689.48,5.72,Signs of Water Pollution
10.71,40.99,42.24,Signs of Water Pollution
5.69,632.19,89.34,Pollution
10.45,354.15,5.67,Pollution
11.81,202.33,62.02,Pollution
1.92,406.82,66.86,Pollution
8.77,505.91,54.01,Pollution
5.74,86.13,24.44,Safe
5.61,180.48,96.82,Signs of Water Pollution
6.47,809.4,52.39,Pollution
7.97,7.43,87.31,Signs of Water Pollution
9.95,912.82,30.62,Pollution
13.91,864.2,82.75,Pollution
11.91,846.28,41.78,Pollution
4.03,619.03,15.89,Pollution
0.4,281.63,43.12,Pollution
4.89,867.88,30.96,Pollution
11.28,242.59,40.36,Signs of Water Pollution
8.05,900.04,81.16,Pollution
13.78,17.26,33.89,Signs of Water Pollution
1.08,597.76,69.89,Pollution
9.3,518.14,95.51,Pollution
6.37,404.67,46.68,Signs of Water Pollution
12.13,126.92,25.91,Signs of Water Pollution
3.58,428.1,26.98,Pollution
9.38,996.41,46.69,Pollution
4.89,717.44,39.44,Pollution
11.12,316.88,4.15,Pollution
3.2,599.29,51.69,Pollution
13.68,124.36,47.08,Signs of Water Pollution
11.69,481.25,54.82,Pollution
9.81,421.91,64.98,Pollution
5.41,311.69,32.7,Pollution
2.08,928.66,46.06,Pollution
6.43,213.14,29.53,Safe
9.5,953.7,84.89,Pollution
6.21,377.74,64.46,Pollution
2.04,473.16,71.82,Pollution
2.44,688.87,6.77,Pollution
1.79,944.22,33.82,Pollution
10.83,703.84,49.94,Pollution
10.04,626.15,35.71,Pollution
12.41,393.35,14.67,Pollution
0.87,96.05,81.33,Pollution
4.03,186.47,0.13,Signs of Water Pollution
10.15,673.86,58.94,Pollution
11.11,716.86,28.44,Pollution
7.41,306.08,63.76,Pollution
5.25,104.41,51.11,Pollution
4.06,115.58,68.72,Pollution
9.11,631.78,49.89,Pollution
6.73,682.45,22.46,Signs of Water Pollution
5.37,610.54,81.89,Pollution
5.34,914.08,82.75,Pollution
3.31,4.11,56.37,Pollution
4.66,834.33,3.39,Pollution
8.7,342.74,77.6,Pollution
12.04,319.7,51.42,Pollution
3.74,462.74,82.83,Pollution
10.58,805.23,86.24,Pollution
0.08,589.56,21.93,Pollution
0.27,433.97,66.3,Pollution
8.36,529.17,37.41,Signs of Water Pollution
4.99,837.91,47.38,Pollution
11.6,533.23,47.74,Pollution
10.66,340.69,82.29,Pollution
11.73,784.68,37.94,Pollution
8.47,454.32,94.68,Pollution
13.03,9.44,55.14,Pollution
3.39,854.93,63.71,Pollution
5.97,988.74,57.99,Pollution
11.75,502.87,26.99,Pollution
2.19,377.59,64.03,Pollution
9.95,470.03,73.24,Pollution
13.15,880.38,69.25,Pollution
9.91,669.28,51.09,Pollution
7.21,556.67,0.45,Signs of Water Pollution
10.77,284.9,71.01,Pollution
13.16,262.21,94.28,Pollution
1.29,54.11,24.35,Signs of Water Pollution
11.37,396.58,38.63,Pollution
3.32,874.35,52.62,Pollution
2.92,844.44,18.07,Pollution
3.25,257.61,70.14,Pollution
1.34,411.47,67.82,Pollution
9.99,825.1,35.09,Pollution
4.52,259.33,49.66,Pollution
2.01,957.9,52.51,Pollution
10.87,65.13,19.67,Signs of Water Pollution
6.11,791.06,81.79,Pollution
5.08,597.86,42.71,Pollution
3.82,95.61,28.29,Signs of Water Pollution
11.5,938.3,88.02,Pollution
1.23,491.08,10.58,Pollution
1.68,184.18,37.13,Signs of Water Pollution
0.61,63.44,17.93,Signs of Water Pollution
0.06,751.92,65.88,Pollution
8.07,48.71,80.58,Signs of Water Pollution
3.14,855.71,75.65,Pollution
8.23,407.66,69.47,Pollution
2.89,223.48,63.22,Pollution
7.68,225.93,59.4,Signs of Water Pollution
0.25,574.57,60.01,Pollution
3.36,703.89,54.52,Pollution
11.03,588.09,4.94,Pollution
8.33,776.8,61.13,Pollution
6.95,654.63,36.91,Signs of Water Pollution
5.44,423.98,75.08,Pollution
4.13,786.97,49.59,Pollution
9.92,400.94,90.17,Pollution
8.21,659.88,43,Signs of Water Pollution
12.98,639.36,23.89,Pollution
9.66,807.58,46.96,Pollution
6.36,829.32,86.56,Pollution
8.46,809.71,72.28,Pollution
1.1,267.36,38.9,Pollution
11.29,48.04,85.58,Pollution
3.4,472.86,24.44,Pollution
9.83,285.36,79.01,Pollution
10.6,991.52,95.7,Pollution
1.52,676.14,99.73,Pollution
12.54,953.53,4.9,Pollution
5.18,207.55,2.06,Signs of Water Pollution
13.38,828.41,27.67,Pollution
13.34,346.73,79.26,Pollution
4.63,216.71,31.96,Signs of Water Pollution
5.29,684.96,80.71,Pollution
11.47,478.4,28.77,Pollution
13.7,393.15,2.73,Pollution
13.72,484.9,95.61,Pollution
3.52,950.56,94.06,Pollution
10.22,653.72,86.65,Pollution
12.38,92.74,66.62,Pollution
10.6,628.93,82.56,Pollution
3.45,205.59,63.26,Pollution
1.59,579.61,54.11,Pollution
12.86,407.17,19.56,Pollution
10.2,803.81,12.99,Pollution
8.21,699.08,27.34,Signs of Water Pollution
11.54,639.87,10.13,Pollution
10.18,358.74,38.11,Pollution
6.46,567.07,63.36,Pollution
10.03,581.02,31.28,Pollution
4.26,547.78,43.85,Pollution
5.18,20.32,35.38,Signs of Water Pollution
3.09,183.18,73.79,Pollution
1.5,663.35,29.93,Pollution
10.84,362.13,20.59,Pollution
1.18,145.47,76.76,Pollution
0.45,177.71,31.31,Signs of Water Pollution
3.64,896.65,53.86,Pollution
8.81,758.35,86.73,Pollution
10.83,267.4,21.19,Pollution
8.65,483.03,7.87,Pollution
10.94,459.6,23.7,Pollution
3.55,316.58,4.16,Pollution
4.21,463.92,78.89,Pollution
3.73,310.03,61.95,Pollution
3.57,942.32,1.28,Pollution
11.3,233.09,7.99,Signs of Water Pollution
6.26,452.97,22.26,Signs of Water Pollution
3.11,787.63,93.92,Pollution
4.18,612.66,23.37,Pollution
7.94,36.8,18.38,Safe
11.53,339,55.87,Pollution
1.34,504.2,25.4,Pollution
5.56,353.88,20.36,Signs of Water Pollution
0.43,369.58,35.63,Pollution
3.37,138.27,91.21,Pollution
13.24,472.6,56.63,Pollution
11.51,151.94,51.33,Pollution
10.43,400.28,74.12,Pollution
8.64,987.81,89.29,Pollution
5.41,88.74,88.26,Pollution
0.49,248.95,24.76,Signs of Water Pollution
0.58,634.82,13.26,Pollution
10.01,224.64,65.37,Pollution
7.8,534.87,75.18,Pollution
8.68,882.98,90.46,Pollution
4.75,21.9,5.84,Signs of Water Pollution
0.68,691.46,70.69,Pollution
2.47,806.35,58.6,Pollution
4.61,529.39,11.81,Pollution
1.61,222.97,15.46,Signs of Water Pollution
4.95,609.82,41.82,Pollution
7.35,765.22,70.94,Pollution
5.48,2.79,38.42,Signs of Water Pollution
8.57,95.77,68.05,Pollution
10.57,336.43,95,Pollution
8.34,23.12,7.47,Safe
6.81,525.5,55.04,Pollution
0.14,571.79,4.61,Pollution
1.24,427.04,38.36,Pollution
2.15,619.15,0.67,Pollution
9.57,800.58,50.01,Pollution
3.43,174.29,69.83,Pollution
11.54,139.91,37.26,Signs of Water Pollution
11.11,688.53,69.36,Pollution
13.68,944.59,51,Pollution
6.45,703.53,2.85,Signs of Water Pollution
4.31,526.96,18.79,Pollution
6.97,735.68,8.41,Signs of Water Pollution
7.83,98.27,48.17,Safe
0.26,400.96,5.28,Pollution
4.22,433.06,91.86,Pollution
2.62,419.53,26.87,Pollution
6.18,739.52,56.11,Pollution
8.21,989.44,50.62,Pollution
5.72,416.17,52.65,Pollution
8.96,406.51,36.39,Pollution
13.39,458.89,48.85,Pollution
12.71,161.12,77.33,Pollution
4.12,918.74,50.63,Pollution
0.56,333.13,69.86,Pollution
0.44,842.04,99.97,Pollution
5.04,715.03,69.14,Pollution
1.02,283.22,67.59,Pollution
8.48,46.06,39.59,Safe
10.19,987.73,82.64,Pollution
4.87,174.77,30.05,Signs of Water Pollution
0.98,369.17,92.96,Pollution
6.83,259.23,73.84,Pollution
4.18,576.06,19.42,Pollution
6.24,525.44,2.95,Signs of Water Pollution
11.73,141.81,14.82,Signs of Water Pollution
8.2,964.15,31.2,Signs of Water Pollution
9.38,322.87,4.51,Pollution
3.74,717.92,42.94,Pollution
2.85,288.17,33.6,Pollution
8.1,960.11,2.56,Signs of Water Pollution
2.39,331.91,10.32,Pollution
10.53,850.7,73.56,Pollution
11.76,387.18,8.29,Pollution
3.71,530.61,47.97,Pollution
3.09,150.53,73.38,Pollution
9.54,817.13,14.5,Pollution
1.35,773.53,1.63,Pollution
13.05,786.14,60.01,Pollution
6.69,605.19,89.52,Pollution
11.96,559.15,95.46,Pollution
7.38,745.93,0.69,Signs of Water Pollution
3.19,207.56,37.79,Signs of Water Pollution
0.43,417.47,84.21,Pollution
9.06,504.26,4.79,Pollution
3.42,178.51,26.38,Signs of Water Pollution
12.53,386.83,73.31,Pollution
6.44,653.85,77.43,Pollution
4.34,205.58,31.73,Signs of Water Pollution
12.63,171.46,42.14,Signs of Water Pollution
4.83,835.2,93.94,Pollution
3.99,462.4,82.33,Pollution
10.26,467.63,46.89,Pollution
8.03,200.67,26.8,Safe
2.65,400.21,54.36,Pollution
1.01,710.45,6.35,Pollution
1.83,243.94,18.77,Signs of Water Pollution
11.15,443.67,57.43,Pollution
1.26,159.98,20.87,Signs of Water Pollution
10.49,542.42,53.38,Pollution
10.22,354.06,94.42,Pollution
5.6,554.54,21.49,Signs of Water Pollution
8.29,452.65,75.77,Pollution
4.6,392.4,27.12,Pollution
1.11,215.23,86.26,Pollution
13.88,932.3,81.8,Pollution
13.53,909.18,67.32,Pollution
5.15,303.69,36.15,Pollution
0.87,386.9,81.24,Pollution
12.67,660.75,67.44,Pollution
10.39,987.55,60.8,Pollution
7.17,361.37,76.49,Pollution
12.17,990.82,42.16,Pollution
5.1,200.5,70.71,Pollution
0.99,94.14,85.89,Pollution
9.47,899.44,4.13,Pollution
9.68,327.08,45.82,Pollution
13.04,821.85,10.59,Pollution
10.66,603.32,70.74,Pollution
13.39,754.96,48.65,Pollution
9.97,242.07,93.18,Pollution
10.87,800.33,28.06,Pollution
4.1,761.7,25.43,Pollution
13.61,883.69,18.15,Pollution
9.05,524.06,84.55,Pollution
6.3,582.33,5.83,Signs of Water Pollution
11.33,934.73,83.97,Pollution
2.84,752.46,8.69,Pollution
12.41,675.55,30.57,Pollution
8.69,77.34,53.19,Pollution
7.23,733.6,23.74,Signs of Water Pollution
6,893.06,26.99,Signs of Water Pollution
6.92,447.45,62.32,Pollution
2.97,549.27,25.73,Pollution
9.39,407.31,83.41,Pollution
8.02,182.44,87.57,Signs of Water Pollution
10.94,691.79,34.57,Pollution
3.11,647.74,7.94,Pollution
4.9,941.76,50.15,Pollution
1.99,515.01,8.74,Pollution
10.92,937.96,44.66,Pollution
4.97,487.01,84.03,Pollution
10.39,92.8,85.1,Pollution
4.91,614.18,91.98,Pollution
10.36,741.77,7.17,Pollution
11.55,577.68,15.07,Pollution
3.05,646.03,0.41,Pollution
5.55,755.85,20.32,Signs of Water Pollution
10.31,536.62,4.92,Pollution
11.31,312.81,9.45,Pollution
4.29,287.62,84.31,Pollution
5.93,217.44,7.65,Safe
3.88,181.26,68.24,Pollution
5.47,966.05,53.09,Pollution
8.2,142.21,46.47,Safe
5.68,78.64,87.69,Signs of Water Pollution
12.69,529.94,3.37,Pollution
2.28,305.54,95.03,Pollution
3.49,955.3,54.23,Pollution
1.82,917.03,34.11,Pollution
12.36,969.01,78.29,Pollution
5.31,189.62,27.9,Signs of Water Pollution
2.12,570.6,22.79,Pollution
1.49,627.34,19.86,Pollution
5.11,757.49,80.07,Pollution
4.65,722.77,57.4,Pollution
13.42,748.29,12.92,Pollution
11.49,291.02,47.85,Pollution
0.08,845.51,21.94,Pollution
4.13,626.27,94.44,Pollution
5.86,765.55,43.58,Signs of Water Pollution
13.48,463.85,35.47,Pollution
11.37,440.89,9.57,Pollution
1.23,694.44,89.37,Pollution
9.86,723.57,91.72,Pollution
4.89,11.14,98.31,Pollution
13.32,691.1,58.95,Pollution
4.25,428.69,60.19,Pollution
8.15,310.69,66.83,Pollution
9.53,827.39,99.7,Pollution
0.41,776.14,15.14,Pollution
5.34,707.37,90.85,Pollution
1.16,383.17,38.31,Pollution
10.68,240.59,79.25,Pollution
5.3,286.16,67.19,Pollution
2.43,517.46,7.55,Pollution
9,230.67,82.16,Pollution
10.98,225.15,86.44,Pollution
11.95,579.8,19.23,Pollution
5.93,270.79,75.86,Pollution
11.47,168.53,98.23,Pollution
0.53,355.1,70.29,Pollution
0.76,858.31,46.45,Pollution
5.95,403.98,6.22,Signs of Water Pollution
10.92,22.16,88.71,Pollution
6.5,375.58,11.81,Signs of Water Pollution
6.64,797.11,61.13,Pollution
13.56,731.31,48.87,Pollution
0.78,256.11,69.54,Pollution
2.02,554.83,24.16,Pollution
1.45,131.99,75.85,Pollution
6.24,805.67,52.93,Pollution
6.42,135.26,3.35,Safe
2.32,287.08,98.13,Pollution
4.71,376.8,22.89,Pollution
13.04,827.25,58.96,Pollution
13.19,597.13,35.68,Pollution
6.75,599.78,45.94,Signs of Water Pollution
1.82,338.63,0.7,Pollution
10.77,806.39,12.75,Pollution
11.59,428.29,16.14,Pollution
4.05,134.57,99.37,Pollution
3.92,438.54,27.33,Pollution
7.97,236.31,11.62,Safe
1.58,643.84,2.73,Pollution
0.73,236.46,62.99,Pollution
7.15,578.65,79.71,Pollution
11.22,863.41,33.94,Pollution
5.32,616.41,63.61,Pollution
11.13,413.79,50.14,Pollution
5.85,144.37,11.93,Safe
3.41,155.52,51.36,Pollution
6.59,553.21,90.38,Pollution
4.39,67.34,17.09,Signs of Water Pollution
2.29,599.95,33.69,Pollution
3.38,481.5,47.78,Pollution
6.42,849.3,23.64,Signs of Water Pollution
5.59,595.28,70.04,Pollution
0.82,370.29,87.64,Pollution
1.55,717.04,62.23,Pollution
9.79,468.35,51.28,Pollution
2.14,165.48,10.79,Signs of Water Pollution
12.26,253.32,31.43,Pollution
11.68,765.44,38.3,Pollution
1.37,282.5,77.51,Pollution
1.54,109.27,40.81,Signs of Water Pollution
2,281.12,70.65,Pollution
6.36,483.51,78.65,Pollution
10.96,809.04,35.41,Pollution
2.45,959.3,45.01,Pollution
9.02,300.59,70.96,Pollution
3.73,574.54,35.13,Pollution
7.17,904.04,41.67,Signs of Water Pollution
4.37,628.79,20.34,Pollution
9.06,593.36,68.3,Pollution
1.73,532.21,88.48,Pollution
0.36,162.56,53.56,Pollution
0.57,83.12,18.6,Signs of Water Pollution
5.45,529.07,69.82,Pollution
7.36,206.53,66.55,Signs of Water Pollution
13.55,812.98,17.26,Pollution
6.64,422.59,62.72,Pollution
12.23,719.47,49.9,Pollution
2.55,542.83,78.24,Pollution
8.45,5.05,73.95,Signs of Water Pollution
4.03,813.13,88.81,Pollution
0.71,481,63.03,Pollution
4.08,53.48,39.33,Signs of Water Pollution
4.6,203.06,13.47,Signs of Water Pollution
11.59,971.8,26.73,Pollution
2.28,44.37,3.52,Signs of Water Pollution
12.27,491.24,25.85,Pollution
7.03,536.43,98.09,Pollution
10.57,26.28,5.64,Signs of Water Pollution
6.25,862.24,3.01,Signs of Water Pollution
5.85,49.48,11.28,Safe
13.53,959.38,2.59,Pollution
6.68,808.09,85.44,Pollution
10.98,662.32,17.97,Pollution
12.85,743.77,23.91,Pollution
6.98,931.99,32.13,Signs of Water Pollution
1.06,1.82,86.72,Pollution
5.44,427.48,29.07,Pollution
10.44,509.37,98.73,Pollution
9.01,961.01,81.05,Pollution
5.62,159.14,61.07,Signs of Water Pollution
6.58,939.02,58.92,Pollution
12.94,86.36,84.08,Pollution
13.8,78.38,45.71,Signs of Water Pollution
12.23,725.69,64.21,Pollution
2.9,239.61,56.06,Pollution
6.98,825.11,82.31,Pollution
0.5,45.77,30.98,Signs of Water Pollution
11.27,394.78,65.31,Pollution
12.92,426.31,80.3,Pollution
7.18,498.51,34.82,Signs of Water Pollution
10.87,869.42,16.46,Pollution
1.04,130.55,48.72,Signs of Water Pollution
12.41,955.68,57.03,Pollution
7.06,248.76,7.79,Safe
7.73,903.78,43.38,Signs of Water Pollution
11.56,811.98,47.72,Pollution
9.05,763.23,78.74,Pollution
1.25,877.16,75.75,Pollution
0.93,551.27,65.37,Pollution
3.31,516.57,72.9,Pollution
12.08,900.4,8.23,Pollution
3.98,110.1,92.56,Pollution
1.9,90.2,43.32,Signs of Water Pollution
13.05,51.28,19.85,Signs of Water Pollution
9.68,384.26,3.81,Pollution
7.9,298.99,28.07,Signs of Water Pollution
8.77,128.57,45.46,Signs of Water Pollution
5.66,886.79,3.05,Signs of Water Pollution
7.02,469.43,82.06,Pollution
6.84,875.77,10.49,Signs of Water Pollution
